Ticker,InstOwnerPercent,TotalShareHolders,TotalInstitutionalShares,OwnerNames,SharesHeldIndividual,SharesValueIndividualin1000,TotalSharesinMarketinMillions,TotalValueHoldingsin1000
MOS,69.51%,541,"267,771,444",UBS ASSET MANAGEMENT AMERICAS INC,"1,095,273","27,656",385,"$6,761 "
MOS,69.51%,541,"267,771,444","RUSSELL INVESTMENTS GROUP, LTD.","1,056,656","26,681",385,"$6,761 "
MOS,69.51%,541,"267,771,444","SUMITOMO MITSUI TRUST HOLDINGS, INC.","932,552","23,547",385,"$6,761 "
MOS,69.51%,541,"267,771,444",MARSHALL WACE ASIA LTD,"926,851","23,403",385,"$6,761 "
MPC,81.83%,961,"397,683,789",BLACKROCK INC.,"49,266,160","3,206,734",486,"$25,885 "
MPC,81.83%,961,"397,683,789",VANGUARD GROUP INC,"37,865,291","2,464,652",486,"$25,885 "
MPC,81.83%,961,"397,683,789",STATE STREET CORP,"26,276,719","1,710,352",486,"$25,885 "
MPC,81.83%,961,"397,683,789",WELLINGTON MANAGEMENT GROUP LLP,"10,873,106","707,730",486,"$25,885 "
MPC,81.83%,961,"397,683,789",BOSTON PARTNERS,"8,981,419","584,601",486,"$25,885 "
MPC,81.83%,961,"397,683,789",KENSICO CAPITAL MANAGEMENT CORP,"7,909,500","514,829",486,"$25,885 "
MPC,81.83%,961,"397,683,789",IRIDIAN ASSET MANAGEMENT LLC/CT,"7,099,203","462,087",486,"$25,885 "
MPC,81.83%,961,"397,683,789",PRICE T ROWE ASSOCIATES INC /MD/,"6,960,017","453,028",486,"$25,885 "
MPC,81.83%,961,"397,683,789","D. E. SHAW & CO., INC.","6,645,440","432,552",486,"$25,885 "
MPC,81.83%,961,"397,683,789",DIMENSIONAL FUND ADVISORS LP,"6,103,034","397,246",486,"$25,885 "
MPC,81.83%,961,"397,683,789",JPMORGAN CHASE & CO,"6,072,632","395,268",486,"$25,885 "
MPC,81.83%,961,"397,683,789",NORTHERN TRUST CORP,"5,913,120","384,885",486,"$25,885 "
MPC,81.83%,961,"397,683,789",GOLDMAN SACHS GROUP INC,"5,765,983","375,308",486,"$25,885 "
MPC,81.83%,961,"397,683,789","GEODE CAPITAL MANAGEMENT, LLC","5,502,642","358,167",486,"$25,885 "
MPC,81.83%,961,"397,683,789",ALLIANCEBERNSTEIN L.P.,"5,390,934","350,896",486,"$25,885 "
MPC,81.83%,961,"397,683,789","ELLIOTT ASSOCIATES, L.P.","4,964,435","323,135",486,"$25,885 "
MPC,81.83%,961,"397,683,789","AJO, LP","4,747,814","309,035",486,"$25,885 "
MPC,81.83%,961,"397,683,789",BANK OF NEW YORK MELLON CORP,"4,739,193","308,474",486,"$25,885 "
MPC,81.83%,961,"397,683,789",MILLENNIUM MANAGEMENT LLC,"4,189,857","272,718",486,"$25,885 "
MPC,81.83%,961,"397,683,789",STEADFAST CAPITAL MANAGEMENT LP,"4,124,036","268,434",486,"$25,885 "
MPC,81.83%,961,"397,683,789",PRUDENTIAL FINANCIAL INC,"3,987,706","259,560",486,"$25,885 "
MPC,81.83%,961,"397,683,789",PRINCIPAL FINANCIAL GROUP INC,"3,891,576","253,303",486,"$25,885 "
MPC,81.83%,961,"397,683,789",BANK OF AMERICA CORP /DE/,"3,742,168","243,578",486,"$25,885 "
MPC,81.83%,961,"397,683,789",MORGAN STANLEY,"3,680,533","239,566",486,"$25,885 "
MPC,81.83%,961,"397,683,789",LSV ASSET MANAGEMENT,"3,485,024","226,840",486,"$25,885 "
MPC,81.83%,961,"397,683,789",AMERIPRISE FINANCIAL INC,"3,471,397","225,953",486,"$25,885 "
MPC,81.83%,961,"397,683,789",DEUTSCHE BANK AG\,"3,283,899","213,749",486,"$25,885 "
MPC,81.83%,961,"397,683,789",APG ASSET MANAGEMENT N.V.,"3,263,117","212,396",486,"$25,885 "
MPC,81.83%,961,"397,683,789","SUVRETTA CAPITAL MANAGEMENT, LLC","3,222,001","209,720",486,"$25,885 "
MPC,81.83%,961,"397,683,789",RAYMOND JAMES & ASSOCIATES,"3,195,837","208,017",486,"$25,885 "
MPC,81.83%,961,"397,683,789",AQR CAPITAL MANAGEMENT LLC,"3,081,350","200,565",486,"$25,885 "
MPC,81.83%,961,"397,683,789",LEGAL & GENERAL GROUP PLC,"2,980,120","193,976",486,"$25,885 "
MPC,81.83%,961,"397,683,789","EDGE ASSET MANAGEMENT, INC","2,921,739","190,176",486,"$25,885 "
MPC,81.83%,961,"397,683,789",THIRD POINT LLC,"2,750,000","178,998",486,"$25,885 "
MPC,81.83%,961,"397,683,789",FMR LLC,"2,523,532","164,257",486,"$25,885 "
MPC,81.83%,961,"397,683,789",UBS ASSET MANAGEMENT AMERICAS INC,"2,322,258","151,156",486,"$25,885 "
MPC,81.83%,961,"397,683,789",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"2,320,761","151,058",486,"$25,885 "
MPC,81.83%,961,"397,683,789",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"2,276,450","148,174",486,"$25,885 "
MPC,81.83%,961,"397,683,789",TIAA CREF INVESTMENT MANAGEMENT LLC,"1,999,121","130,123",486,"$25,885 "
MPC,81.83%,961,"397,683,789",WELLS FARGO & COMPANY/MN,"1,990,876","129,586",486,"$25,885 "
MPC,81.83%,961,"397,683,789",SWISS NATIONAL BANK,"1,867,696","121,568",486,"$25,885 "
MPC,81.83%,961,"397,683,789","RIVER ROAD ASSET MANAGEMENT, LLC","1,815,306","118,158",486,"$25,885 "
MPC,81.83%,961,"397,683,789",AMERICAN CENTURY COMPANIES INC,"1,810,891","117,871",486,"$25,885 "
MPC,81.83%,961,"397,683,789",ALLIANZ ASSET MANAGEMENT GMBH,"1,776,771","115,650",486,"$25,885 "
MPC,81.83%,961,"397,683,789",NEW YORK STATE COMMON RETIREMENT FUND,"1,695,109","110,335",486,"$25,885 "
MRK,73.24%,"2,018","1,995,493,479",VANGUARD GROUP INC,"197,072,780","11,012,427","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",BLACKROCK INC.,"183,593,032","10,259,179","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",STATE STREET CORP,"117,820,556","6,583,813","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",WELLINGTON MANAGEMENT GROUP LLP,"105,627,144","5,902,445","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",CAPITAL WORLD INVESTORS,"88,633,979","4,952,867","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",PRICE T ROWE ASSOCIATES INC /MD/,"58,845,465","3,288,285","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",BANK OF AMERICA CORP /DE/,"42,105,992","2,352,883","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",BANK OF NEW YORK MELLON CORP,"38,872,128","2,172,175","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",NORTHERN TRUST CORP,"36,932,570","2,063,792","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",JPMORGAN CHASE & CO,"32,906,362","1,838,808","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479","GEODE CAPITAL MANAGEMENT, LLC","28,159,169","1,573,534","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",FRANKLIN RESOURCES INC,"27,288,386","1,524,875","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",WELLS FARGO & COMPANY/MN,"23,836,346","1,331,975","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",AMERIPRISE FINANCIAL INC,"23,515,877","1,314,067","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",DEUTSCHE BANK AG\,"20,813,604","1,163,064","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",GOLDMAN SACHS GROUP INC,"19,195,885","1,072,666","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",BOSTON PARTNERS,"17,163,828","959,115","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",INVESCO LTD.,"16,012,205","894,762","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,"15,145,800","846,347","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",BARROW HANLEY MEWHINNEY & STRAUSS LLC,"15,122,702","845,057","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",MORGAN STANLEY,"14,972,932","836,687","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",LEGAL & GENERAL GROUP PLC,"14,660,131","819,208","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",DODGE & COX,"13,462,469","752,283","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",ROYAL BANK OF CANADA,"13,328,398","744,791","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479","CLEARBRIDGE INVESTMENTS, LLC","13,278,243","741,988","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"12,442,608","695,293","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",TIAA CREF INVESTMENT MANAGEMENT LLC,"12,008,282","671,023","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",FMR LLC,"11,735,834","655,798","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",AQR CAPITAL MANAGEMENT LLC,"11,308,966","631,945","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",MACQUARIE GROUP LTD,"11,101,495","620,352","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479","OPPENHEIMERFUNDS, INC.","11,009,954","615,236","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",SWISS NATIONAL BANK,"10,716,201","598,821","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"10,370,940","579,528","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",UBS GROUP AG,"9,956,603","556,375","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479","PNC FINANCIAL SERVICES GROUP, INC.","9,695,544","541,787","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",INDEPENDENT FRANCHISE PARTNERS LLP,"9,660,319","539,819","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",CAPITAL INTERNATIONAL INVESTORS,"9,623,382","537,755","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",LSV ASSET MANAGEMENT,"9,609,100","536,957","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",FEDERATED INVESTORS INC /PA/,"9,280,798","518,611","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",UBS ASSET MANAGEMENT AMERICAS INC,"8,996,416","502,720","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",AMERICAN CENTURY COMPANIES INC,"8,441,714","471,723","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"8,344,624","466,298","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",NORDEA INVESTMENT MANAGEMENT AB,"8,280,928","462,738","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479",NEW YORK STATE COMMON RETIREMENT FUND,"8,239,787","460,439","2,724","$111,508 "
MRK,73.24%,"2,018","1,995,493,479","D. E. SHAW & CO., INC.","8,222,637","459,481","2,724","$111,508 "
MRO,80.28%,630,"682,069,035",BLACKROCK INC.,"98,095,032","1,601,892",850,"$11,138 "
MRO,80.28%,630,"682,069,035",VANGUARD GROUP INC,"87,366,373","1,426,693",850,"$11,138 "
MRO,80.28%,630,"682,069,035",MACQUARIE GROUP LTD,"54,525,491","890,401",850,"$11,138 "
MRO,80.28%,630,"682,069,035",STATE STREET CORP,"46,736,070","763,200",850,"$11,138 "
MRO,80.28%,630,"682,069,035",HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,"41,191,926","672,664",850,"$11,138 "
MRO,80.28%,630,"682,069,035",FRANKLIN RESOURCES INC,"29,147,933","475,986",850,"$11,138 "
MRO,80.28%,630,"682,069,035",INVESCO LTD.,"27,439,547","448,088",850,"$11,138 "
MRO,80.28%,630,"682,069,035",PUTNAM INVESTMENTS LLC,"14,137,280","230,862",850,"$11,138 "
MRO,80.28%,630,"682,069,035",BANK OF AMERICA CORP /DE/,"11,744,416","191,786",850,"$11,138 "
MRO,80.28%,630,"682,069,035",NORTHERN TRUST CORP,"10,610,975","173,277",850,"$11,138 "
MRO,80.28%,630,"682,069,035",MILLENNIUM MANAGEMENT LLC,"10,211,298","166,750",850,"$11,138 "
MRO,80.28%,630,"682,069,035",FMR LLC,"9,739,095","159,039",850,"$11,138 "
MRO,80.28%,630,"682,069,035","GEODE CAPITAL MANAGEMENT, LLC","9,445,969","154,253",850,"$11,138 "
MRO,80.28%,630,"682,069,035",GOLDMAN SACHS GROUP INC,"8,746,088","142,824",850,"$11,138 "
MRO,80.28%,630,"682,069,035",DIMENSIONAL FUND ADVISORS LP,"7,985,274","130,400",850,"$11,138 "
MRO,80.28%,630,"682,069,035",BANK OF NEW YORK MELLON CORP,"7,097,144","115,896",850,"$11,138 "
MRO,80.28%,630,"682,069,035",CITADEL ADVISORS LLC,"6,595,771","107,709",850,"$11,138 "
MRO,80.28%,630,"682,069,035",WELLINGTON MANAGEMENT GROUP LLP,"6,390,694","104,360",850,"$11,138 "
MRO,80.28%,630,"682,069,035","ALYESKA INVESTMENT GROUP, L.P.","5,981,830","97,683",850,"$11,138 "
MRO,80.28%,630,"682,069,035",THRIVENT FINANCIAL FOR LUTHERANS,"5,357,885","87,494",850,"$11,138 "
MRO,80.28%,630,"682,069,035",LEGAL & GENERAL GROUP PLC,"5,059,400","82,620",850,"$11,138 "
MRO,80.28%,630,"682,069,035",SCHRODER INVESTMENT MANAGEMENT GROUP,"4,864,742","79,441",850,"$11,138 "
MRO,80.28%,630,"682,069,035",UBS ASSET MANAGEMENT AMERICAS INC,"4,535,195","74,060",850,"$11,138 "
MRO,80.28%,630,"682,069,035",GUGGENHEIM CAPITAL LLC,"4,432,246","72,379",850,"$11,138 "
MRO,80.28%,630,"682,069,035",MORGAN STANLEY,"4,136,928","67,556",850,"$11,138 "
MRO,80.28%,630,"682,069,035",MARSHALL WACE NORTH AMERICA L.P.,"4,052,233","66,173",850,"$11,138 "
MRO,80.28%,630,"682,069,035",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"3,998,450","65,295",850,"$11,138 "
MRO,80.28%,630,"682,069,035",CREDIT AGRICOLE S A,"3,703,703","60,481",850,"$11,138 "
MRO,80.28%,630,"682,069,035",ENCOMPASS CAPITAL ADVISORS LLC,"3,603,125","58,839",850,"$11,138 "
MRO,80.28%,630,"682,069,035",EDMOND DE ROTHSCHILD HOLDING S.A.,"3,585,350","58,549",850,"$11,138 "
MRO,80.28%,630,"682,069,035",BOSTON PARTNERS,"3,514,351","57,389",850,"$11,138 "
MRO,80.28%,630,"682,069,035","OPPENHEIMERFUNDS, INC.","3,470,572","56,674",850,"$11,138 "
MRO,80.28%,630,"682,069,035","POINT72 ASSET MANAGEMENT, L.P.","3,159,036","51,587",850,"$11,138 "
MRO,80.28%,630,"682,069,035",SWISS NATIONAL BANK,"3,129,397","51,103",850,"$11,138 "
MRO,80.28%,630,"682,069,035",RE ADVISERS CORP,"2,990,784","48,840",850,"$11,138 "
MRO,80.28%,630,"682,069,035",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"2,859,145","46,690",850,"$11,138 "
MRO,80.28%,630,"682,069,035",AXA,"2,745,649","44,836",850,"$11,138 "
MRO,80.28%,630,"682,069,035",CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,"2,606,193","42,559",850,"$11,138 "
MRO,80.28%,630,"682,069,035",TIAA CREF INVESTMENT MANAGEMENT LLC,"2,542,341","41,516",850,"$11,138 "
MRO,80.28%,630,"682,069,035","KOPERNIK GLOBAL INVESTORS, LLC","2,518,946","41,134",850,"$11,138 "
MRO,80.28%,630,"682,069,035",SOUTH DAKOTA INVESTMENT COUNCIL,"2,360,016","38,539",850,"$11,138 "
MRO,80.28%,630,"682,069,035","SUMITOMO MITSUI TRUST HOLDINGS, INC.","2,356,097","38,475",850,"$11,138 "
MRO,80.28%,630,"682,069,035",WELLS FARGO & COMPANY/MN,"2,230,689","36,427",850,"$11,138 "
MRO,80.28%,630,"682,069,035",AMERIPRISE FINANCIAL INC,"2,188,117","35,732",850,"$11,138 "
MRO,80.28%,630,"682,069,035","TWO SIGMA INVESTMENTS, LP","2,166,628","35,381",850,"$11,138 "
MSFT,73.97%,"2,586","5,695,439,381",VANGUARD GROUP INC,"571,934,276","51,251,030","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",BLACKROCK INC.,"495,777,773","44,426,646","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",CAPITAL WORLD INVESTORS,"321,396,844","28,800,371","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",STATE STREET CORP,"300,990,278","26,971,739","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",PRICE T ROWE ASSOCIATES INC /MD/,"207,505,809","18,594,596","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",FMR LLC,"175,916,711","15,763,896","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",WELLINGTON MANAGEMENT GROUP LLP,"113,742,943","10,192,505","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",BANK OF NEW YORK MELLON CORP,"113,073,655","10,132,530","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",NORTHERN TRUST CORP,"95,821,811","8,586,592","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",JPMORGAN CHASE & CO,"88,610,873","7,940,420","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",BANK OF AMERICA CORP /DE/,"87,273,818","7,820,607","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381","GEODE CAPITAL MANAGEMENT, LLC","83,044,968","7,441,660","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",INVESCO LTD.,"82,167,526","7,363,032","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",CAPITAL RESEARCH GLOBAL INVESTORS,"79,918,482","7,161,495","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",WELLS FARGO & COMPANY/MN,"63,583,549","5,697,722","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",MORGAN STANLEY,"62,207,089","5,574,377","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",FRANKLIN RESOURCES INC,"60,576,122","5,428,226","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",BILL & MELINDA GATES FOUNDATION TRUST,"56,000,000","5,018,160","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",AMERIPRISE FINANCIAL INC,"53,419,119","4,786,887","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",JANUS CAPITAL MANAGEMENT LLC,"47,946,349","4,296,472","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",TIAA CREF INVESTMENT MANAGEMENT LLC,"47,889,675","4,291,394","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",PRIMECAP MANAGEMENT CO/CA/,"46,143,405","4,134,911","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",JANUS HENDERSON GROUP PLC,"44,643,944","4,000,544","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",GOLDMAN SACHS GROUP INC,"41,967,799","3,760,734","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",DODGE & COX,"40,230,755","3,605,078","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",LEGAL & GENERAL GROUP PLC,"38,463,571","3,446,721","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",JENNISON ASSOCIATES LLC,"35,032,576","3,139,269","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",CAPITAL INTERNATIONAL INVESTORS,"31,938,446","2,862,004","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"31,523,813","2,824,849","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",UBS ASSET MANAGEMENT AMERICAS INC,"31,414,598","2,815,062","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",ALLIANCEBERNSTEIN L.P.,"29,451,036","2,639,107","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",UBS GROUP AG,"28,691,874","2,571,079","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",SWISS NATIONAL BANK,"27,227,170","2,439,827","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381","CLEARBRIDGE INVESTMENTS, LLC","24,704,426","2,213,764","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381","FIRST EAGLE INVESTMENT MANAGEMENT, LLC","24,313,586","2,178,740","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",NEW YORK STATE COMMON RETIREMENT FUND,"23,932,407","2,144,583","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",EAGLE CAPITAL MANAGEMENT LLC,"23,530,366","2,108,556","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"23,063,523","2,066,722","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381","SUMITOMO MITSUI TRUST HOLDINGS, INC.","21,553,135","1,931,376","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",DEUTSCHE BANK AG\,"21,194,372","1,899,228","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",WADDELL & REED FINANCIAL INC,"21,068,095","1,887,912","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",ROYAL BANK OF CANADA,"20,694,664","1,854,449","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"19,522,906","1,749,448","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",DIMENSIONAL FUND ADVISORS LP,"18,961,594","1,699,148","7,700","$510,368 "
MSFT,73.97%,"2,586","5,695,439,381",CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,"18,709,029","1,676,516","7,700","$510,368 "
MSI,87.27%,580,"141,378,085",VANGUARD GROUP INC,"16,345,415","1,677,530",162,"$14,510 "
MSI,87.27%,580,"141,378,085",BLACKROCK INC.,"15,072,403","1,546,881",162,"$14,510 "
MSI,87.27%,580,"141,378,085",LAZARD ASSET MANAGEMENT LLC,"9,669,399","992,370",162,"$14,510 "
MSI,87.27%,580,"141,378,085",STATE STREET CORP,"7,862,140","806,891",162,"$14,510 "
MSI,87.27%,580,"141,378,085",ORBIS ALLAN GRAY LTD,"6,716,660","689,331",162,"$14,510 "
MSI,87.27%,580,"141,378,085",PARNASSUS INVESTMENTS /CA,"5,688,161","583,776",162,"$14,510 "
MSI,87.27%,580,"141,378,085",WELLINGTON MANAGEMENT GROUP LLP,"5,557,412","570,357",162,"$14,510 "
MSI,87.27%,580,"141,378,085",NEUBERGER BERMAN GROUP LLC,"5,430,784","557,361",162,"$14,510 "
MSI,87.27%,580,"141,378,085",NORTHERN TRUST CORP,"2,704,880","277,602",162,"$14,510 "
MSI,87.27%,580,"141,378,085",PRINCIPAL FINANCIAL GROUP INC,"2,484,152","254,949",162,"$14,510 "
MSI,87.27%,580,"141,378,085",VICTORY CAPITAL MANAGEMENT INC,"2,354,680","241,661",162,"$14,510 "
MSI,87.27%,580,"141,378,085",ARTISAN PARTNERS LIMITED PARTNERSHIP,"2,312,861","237,369",162,"$14,510 "
MSI,87.27%,580,"141,378,085",BANK OF NEW YORK MELLON CORP,"2,024,895","207,815",162,"$14,510 "
MSI,87.27%,580,"141,378,085","GEODE CAPITAL MANAGEMENT, LLC","1,763,150","180,952",162,"$14,510 "
MSI,87.27%,580,"141,378,085",WELLS FARGO & COMPANY/MN,"1,752,880","179,898",162,"$14,510 "
MSI,87.27%,580,"141,378,085",APG ASSET MANAGEMENT N.V.,"1,722,654","176,796",162,"$14,510 "
MSI,87.27%,580,"141,378,085",VOYA INVESTMENT MANAGEMENT LLC,"1,455,912","149,420",162,"$14,510 "
MSI,87.27%,580,"141,378,085","CLEARBRIDGE INVESTMENTS, LLC","1,396,718","143,345",162,"$14,510 "
MSI,87.27%,580,"141,378,085","D. E. SHAW & CO., INC.","1,313,633","134,818",162,"$14,510 "
MSI,87.27%,580,"141,378,085",CAPITAL RESEARCH GLOBAL INVESTORS,"1,234,673","126,714",162,"$14,510 "
MSI,87.27%,580,"141,378,085","SCHARF INVESTMENTS, LLC","1,176,873","120,782",162,"$14,510 "
MSI,87.27%,580,"141,378,085",LSV ASSET MANAGEMENT,"1,014,502","104,118",162,"$14,510 "
MSI,87.27%,580,"141,378,085",GUGGENHEIM CAPITAL LLC,"964,502","98,987",162,"$14,510 "
MSI,87.27%,580,"141,378,085",LEGAL & GENERAL GROUP PLC,"931,006","95,549",162,"$14,510 "
MSI,87.27%,580,"141,378,085",TIAA CREF INVESTMENT MANAGEMENT LLC,"929,360","95,380",162,"$14,510 "
MSI,87.27%,580,"141,378,085",BALYASNY ASSET MANAGEMENT LLC,"902,665","92,641",162,"$14,510 "
MSI,87.27%,580,"141,378,085",WESTWOOD HOLDINGS GROUP INC,"890,359","91,378",162,"$14,510 "
MSI,87.27%,580,"141,378,085","VIRTUS FUND ADVISERS, LLC","848,178","87,049",162,"$14,510 "
MSI,87.27%,580,"141,378,085",BANK OF AMERICA CORP /DE/,"844,067","86,627",162,"$14,510 "
MSI,87.27%,580,"141,378,085",SWISS NATIONAL BANK,"815,078","83,651",162,"$14,510 "
MSI,87.27%,580,"141,378,085",JPMORGAN CHASE & CO,"791,284","81,209",162,"$14,510 "
MSI,87.27%,580,"141,378,085","ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","764,961","78,508",162,"$14,510 "
MSI,87.27%,580,"141,378,085",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"758,515","77,846",162,"$14,510 "
MSI,87.27%,580,"141,378,085",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"752,657","77,245",162,"$14,510 "
MSI,87.27%,580,"141,378,085",LOS ANGELES CAPITAL MANAGEMENT & EQUITY RESEARCH INC,"745,409","76,501",162,"$14,510 "
MSI,87.27%,580,"141,378,085",CITADEL ADVISORS LLC,"731,354","75,059",162,"$14,510 "
MSI,87.27%,580,"141,378,085",CREDIT AGRICOLE S A,"730,300","74,951",162,"$14,510 "
MSI,87.27%,580,"141,378,085",UBS ASSET MANAGEMENT AMERICAS INC,"723,756","74,279",162,"$14,510 "
MSI,87.27%,580,"141,378,085","RIVER ROAD ASSET MANAGEMENT, LLC","687,827","70,592",162,"$14,510 "
MSI,87.27%,580,"141,378,085",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"672,457","69,014",162,"$14,510 "
MSI,87.27%,580,"141,378,085","ADAGE CAPITAL PARTNERS GP, L.L.C.","643,914","66,085",162,"$14,510 "
MSI,87.27%,580,"141,378,085",GOLDMAN SACHS GROUP INC,"614,838","63,101",162,"$14,510 "
MSI,87.27%,580,"141,378,085",INVESCO LTD.,"585,290","60,068",162,"$14,510 "
MSI,87.27%,580,"141,378,085",NEW YORK STATE COMMON RETIREMENT FUND,"554,550","56,913",162,"$14,510 "
