Ticker,Price/Earnings,Price/Earnings_ind,Price/Earnings_sp,Price/Earnings_5yavg,Price/Book,Price/Book_ind,Price/Book_sp,Price/Book_5yavg,Price/Sales,Price/Sales_ind,Price/Sales_sp,Price/Sales_5yavg,Price/Cash Flow,Price/Cash Flow_ind,Price/Cash Flow_sp,Price/Cash Flow_3yavg,Dividend Yield %,Dividend Yield %_ind,Dividend Yield %_sp,Dividend Yield %_5yavg,PEG Ratio
NWSA,Ñ,71.7,24,Ñ,0.8,1.9,3.4,Ñ,1.1,1.8,2.4,Ñ,12.1,1.8,15,11.4,1.3,1.1,1.8,Ñ,0.8
NWS,Ñ,71.7,24,Ñ,0.9,1.9,3.4,Ñ,1.1,1.8,2.4,Ñ,12.2,1.8,15,11.6,1.3,1.1,1.8,Ñ,0.9
NEE,16.7,19.6,24,19.6,2.6,1.5,3.4,2.3,4.1,1.8,2.4,3,11.3,Ñ,15,9,2.7,3.5,1.8,2.8,2.6
NLSN,28.1,38,24,37.7,2.8,5.2,3.4,3.3,1.8,2.3,2.4,2.7,9.2,15.8,15,14.4,4,1.1,1.8,2.5,2.8
NKE,28.4,28.5,24,26.4,9.1,6,3.4,6.8,3.2,2.2,2.4,2.8,29.1,21,15,25.8,1.1,1.1,1.8,1.1,9.1
NI,28.2,19.8,24,24.1,1.8,2.4,3.4,1.9,1.6,1.6,2.4,1.7,9.4,7.3,15,7.8,3.1,3.3,1.8,3.1,1.8
NBL,Ñ,Ñ,24,325.9,1.3,1.8,3.4,1.9,2.9,2.9,2.4,4.2,6.8,8.3,15,7.2,1.6,1.7,1.8,1.4,1.3
JWN,16.8,59.1,24,18.7,9.3,2.7,3.4,7.3,0.5,0.3,2.4,0.8,6,6.1,15,6.8,3.1,3.3,1.8,2.6,9.3
NSC,7.4,13,24,16.7,2.4,3.6,3.4,2.5,3.8,3.9,2.4,2.7,12.3,10.9,15,10.3,1.8,1.7,1.8,2.2,2.4
NTRS,21.5,19.9,24,19.7,2.4,1.7,3.4,2,4.3,3.6,2.4,3.7,13.1,27.1,15,25.4,1.6,2.7,1.8,1.8,2.4
NOC,29,26.9,24,16.4,8.2,7.5,3.4,4.8,2.3,1.9,2.4,1.4,22.4,17.4,15,16.3,1.2,1.6,1.8,1.7,8.2
NCLH,17.6,26.9,24,Ñ,2.3,3.1,3.4,Ñ,2.4,2.9,2.4,Ñ,8.5,13.2,15,11.5,Ñ,1.3,1.8,Ñ,2.3
NRG,Ñ,Ñ,24,106.2,6.6,1.8,3.4,1.8,0.6,1.2,2.4,0.6,6.9,7,15,4,0.5,2.5,1.8,2.2,6.6
NUE,18.2,16,24,28.9,2.3,1.3,3.4,2.1,1,0.7,2.4,0.9,15,Ñ,15,10.1,2.5,1.3,1.8,2.9,2.3
NVDA,57.6,30.2,24,30.2,22.1,4.3,3.4,5.7,16.7,4.5,2.4,5.2,52.4,1.6,15,30.2,0.3,2,1.8,1.1,22.1
ORLY,21.3,64.1,24,25.1,34.3,11.1,3.4,11.5,2.6,2.9,2.4,2.8,17.3,8.4,15,18.7,Ñ,0.1,1.8,Ñ,34.3
OXY,96,Ñ,24,58.9,2.5,1.8,3.4,1.9,4.2,2.9,2.4,3.6,11.6,8.3,15,11.8,4.5,1.7,1.8,3.8,2.5
OMC,15.3,15,24,17.5,7,3,3.4,6.7,1.2,1.1,2.4,1.2,12.6,14.1,15,10.5,2.9,3.7,1.8,2.6,7
OKE,33.3,32.1,24,34,3.9,2.2,3.4,21.4,1.3,1.8,2.4,0.9,10.2,8.9,15,7.9,5.3,6.1,1.8,5.2,3.9
ORCL,20.5,45.5,24,18.1,3.5,6.5,3.4,3.7,5.2,6,2.4,4.8,13.9,16.2,15,13.1,1.6,1.5,1.8,1.4,3.5
PCAR,17.3,19.8,24,20.6,3,6.6,3.4,3.1,1.3,1,2.4,1.2,9,11.8,15,9.3,1.5,1.2,1.8,1.5,3
PKG,21.1,17.1,24,18.5,5.4,4.2,3.4,4.7,1.7,1,2.4,1.5,13.5,10.1,15,10.1,2.2,2.1,1.8,2.6,5.4
PH,27.5,24.1,24,18.6,4.3,3.8,3.4,3.2,1.8,2,2.4,1.4,17.7,19.7,15,14.7,1.5,2.4,1.8,1.7,4.3
PDCO,19.5,10.1,24,21.2,2.3,3.5,3.4,3.1,0.6,0.2,2.4,1,10.6,11.4,15,49.6,3.1,1.5,1.8,2,2.3
PAYX,27.7,38,24,26.1,11.7,5.2,3.4,9.7,7.2,2.3,2.4,6.6,21.8,15.8,15,20.8,3.1,1.1,1.8,2.7,11.7
PYPL,50.9,25.3,24,Ñ,5.6,4.2,3.4,Ñ,7,4.2,2.4,Ñ,36.1,1.5,15,Ñ,Ñ,0.8,1.8,Ñ,5.6
PNR,31.9,24.1,24,23.5,2.4,3.8,3.4,2.3,2.5,2,2.4,1.9,18.5,19.7,15,13.9,2.1,2.4,1.8,2,2.4
PBCT,20.8,19,24,19,1.2,1.7,3.4,1,4.4,4.4,2.4,3.8,13.6,11.9,15,14.2,3.7,1.8,1.8,4,1.2
PEP,23,29.9,24,23.2,11.9,7.8,3.4,9.2,2.5,3.1,2.4,2.2,16.6,1.5,15,15,2.9,2.8,1.8,2.7,11.9
PKI,31.1,44.6,24,35.8,3.2,3.6,3.4,2.6,3.7,3.3,2.4,2.5,26,23.4,15,20.8,0.4,0.4,1.8,0.6,3.2
PRGO,Ñ,Ñ,24,83.7,2,1.4,3.4,2.8,2.4,2.1,2.4,3.6,17.7,5.8,15,16.5,0.8,1.1,1.8,0.5,2
PFE,21.1,23.6,24,23.8,3.4,4.3,3.4,2.9,4,4,2.4,4,13.4,16.5,15,13.7,3.8,3.3,1.8,3.4,3.4
PCG,8.8,19.6,24,24.6,1,1.5,3.4,1.6,1.1,1.8,2.4,1.5,3.4,Ñ,15,7,5.3,3.5,1.8,3.8,1
PM,22.1,12.4,24,19.6,Ñ,35.9,3.4,Ñ,5.7,5.3,2.4,5.1,19.1,21.9,15,18.9,4.2,3.5,1.8,4.4,Ñ
PSX,23.3,23.6,24,14.5,2.1,2.1,3.4,1.9,0.5,0.4,2.4,0.4,20.3,6.9,15,12.6,3,3.3,1.8,2.5,2.1
PNW,16.4,19.6,24,17.6,1.7,1.5,3.4,1.7,2.4,1.8,2.4,2.2,8.3,Ñ,15,8,3.5,3.5,1.8,3.5,1.7
PXD,223,Ñ,24,127.9,2.7,1.8,3.4,3,4.9,2.9,2.4,6.1,15.3,8.3,15,15.4,0.1,1.7,1.8,Ñ,2.7
PNC,18.5,19,24,13.1,1.5,1.7,3.4,1.1,4.7,4.4,2.4,3.1,12,11.9,15,11.6,1.9,1.8,1.8,2,1.5
PPG,21.8,21.5,24,26.5,4.8,5.4,3.4,5.1,2,1.9,2.4,1.8,18.5,14.6,15,19.5,1.5,1.6,1.8,1.4,4.8
PPL,13.6,19.6,24,15.4,1.9,1.5,3.4,2,2.8,1.8,2.4,2.4,8.5,Ñ,15,8.7,5.3,3.5,1.8,4.6,1.9
PX,26.6,21.5,24,22,6.8,5.4,3.4,6.3,3.9,1.9,2.4,3.2,14.7,14.6,15,12.5,2.1,1.6,1.8,2.3,6.8
PCLN,24.8,26.9,24,30.8,6.7,3.1,3.4,8.1,7.2,2.9,2.4,7.9,19.5,13.2,15,21.7,Ñ,1.3,1.8,Ñ,6.7
PFG,10,20.3,24,13.6,1.5,1.3,3.4,1.4,1.3,1,2.4,1.4,3.9,1,15,4.2,3.1,1.8,1.8,2.6,1.5
PG,21.3,23.7,24,23,3.8,6,3.4,3.6,3.3,2.5,2.4,3.2,15.3,15.8,15,16.5,3.5,2.8,1.8,3,3.8
PGR,21.9,22.4,24,16,3.3,1.4,3.4,2.5,1.2,1.3,2.4,0.9,8.4,10.2,15,8.6,1.3,1.7,1.8,1.7,3.3
PLD,18.1,21.7,24,103.8,2.1,2.9,3.4,1.7,12.7,10,2.4,11.1,18.7,16.5,15,24.7,2.9,3.9,1.8,3.1,2.1
PRU,10.6,20.3,24,20.2,0.9,1.3,3.4,0.9,0.8,1,2.4,0.7,7.2,1,15,3.2,2.8,1.8,1.8,2.5,0.9
PEG,45.9,751.7,24,19.2,1.8,1.7,3.4,1.6,2.6,1.5,2.4,2.1,7.3,5.7,15,6.3,3.6,4.2,1.8,3.8,1.8
PSA,27.4,21.7,24,35.9,6.6,2.9,3.4,6.7,12.3,10,2.4,15.3,16.6,16.5,15,21.3,4.3,3.9,1.8,3.2,6.6
PHM,14.4,18.9,24,14.4,1.9,2,3.4,1.8,1.1,1,2.4,1.2,14.4,16.5,15,59.9,1.3,0.6,1.8,1.3,1.9
PVH,21.4,36,24,25.6,2.1,3.7,3.4,2.1,1.3,1.7,2.4,1.2,18.3,14.4,15,9.9,0.1,1.3,1.8,0.1,2.1
QRVO,353.9,30.2,24,Ñ,2,4.3,3.4,Ñ,3.3,4.5,2.4,Ñ,11.8,1.6,15,Ñ,Ñ,2,1.8,Ñ,2
QCOM,Ñ,30.2,24,18.5,4,4.3,3.4,2.9,4.3,4.5,2.4,4.4,19.5,1.6,15,15.2,3.5,2,1.8,2.9,4
PWR,18.2,34.3,24,25.6,1.4,1.9,3.4,1.4,0.6,0.6,2.4,0.8,14.9,14.5,15,16.5,Ñ,1.4,1.8,Ñ,1.4
DGX,20.6,44.6,24,16.5,2.8,3.6,3.4,2.4,1.8,3.3,2.4,1.5,11.9,23.4,15,12.3,1.8,0.4,1.8,2,2.8
RL,Ñ,36,24,25.2,2.5,3.7,3.4,2.9,1.4,1.7,2.4,1.6,8,14.4,15,9.5,1.9,1.3,1.8,1.6,2.5
RRC,Ñ,Ñ,24,167.1,0.6,1.8,3.4,3.2,1.4,2.9,2.4,4.9,4,8.3,15,9.7,0.6,1.7,1.8,0.4,0.6
RJF,21.1,18,24,17.9,2.2,2.2,3.4,1.9,2,2.8,2.4,1.6,15.6,Ñ,15,36.8,1.1,1.5,1.8,1.1,2.2
RTN,27.8,26.9,24,17.1,5.4,7.5,3.4,3.4,2.4,1.9,2.4,1.5,26.4,17.4,15,17.5,1.6,1.6,1.8,2.1,5.4
O,40.1,30.3,24,53.4,1.9,2.6,3.4,2.3,11,7,2.4,12.2,15.2,13,15,18.4,5.2,5,1.8,4.7,1.9
RHT,68.6,115.5,24,67.4,15.7,6.9,3.4,9.5,8.4,5.9,2.4,7.2,26.4,17.8,15,21.6,Ñ,0.4,1.8,Ñ,15.7
REG,75.4,30.3,24,72.8,1.5,2.6,3.4,3.5,9.2,7,2.4,10.7,19.9,13,15,24.1,3.7,5,1.8,3.1,1.5
REGN,32.5,75.9,24,76,5.9,7.1,3.4,13.8,6.6,6.6,2.4,14.3,29.8,13,15,50.1,Ñ,0.8,1.8,Ñ,5.9
RF,19.2,19,24,12.9,1.3,1.7,3.4,0.9,4,4.4,2.4,2.7,10.2,11.9,15,7.5,1.7,1.8,1.8,1.7,1.3
RSG,26.3,39.2,24,25.3,2.7,3.4,3.4,2,2.1,2.1,2.4,1.8,11.3,11.4,15,10.4,2.2,1.6,1.8,2.5,2.7
RMD,45.8,62,24,25,6.4,4.5,3.4,4.9,5.9,4.5,2.4,4.9,30,26.5,15,21.1,1.5,0.6,1.8,1.9,6.4
RHI,20.9,23.8,24,20.8,5.9,3.3,3.4,6.2,1.3,0.7,2.4,1.3,14.2,14.7,15,15.2,1.8,1.1,1.8,1.6,5.9
ROK,64,24.1,24,21.1,10.8,3.8,3.4,7,3.7,2,2.4,2.6,25.3,19.7,15,15.9,1.7,2.4,1.8,2.1,10.8
COL,24.8,26.9,24,17.9,3.4,7.5,3.4,6.1,2.7,1.9,2.4,2.3,18.7,17.4,15,17.7,1,1.6,1.8,1.4,3.4
ROP,38,24.1,24,27.5,4.1,3.8,3.4,3.4,6.1,2,2.4,4.8,23.8,19.7,15,20.4,0.6,2.4,1.8,0.5,4.1
ROST,24.7,25.9,24,20.9,10.3,5.9,3.4,8.6,2.2,1.1,2.4,1.8,17.7,11.3,15,16.6,0.8,1.9,1.8,0.9,10.3
RCL,16.8,26.9,24,68.1,2.5,3.1,3.4,1.8,3.1,2.9,2.4,2,9,13.2,15,9,1.7,1.3,1.8,1.6,2.5
SPGI,26.1,18,24,23,53.7,2.2,3.4,44.2,7.9,2.8,2.4,5.1,32.7,Ñ,15,113,0.9,1.5,1.8,1.3,53.7
CRM,Ñ,115.5,24,323.9,8.8,6.9,3.4,10.1,7.8,5.9,2.4,7.7,32.4,17.8,15,30.1,Ñ,0.4,1.8,Ñ,8.8
SBAC,190.2,17.3,24,262.5,Ñ,1.9,3.4,32.2,11.5,1.4,2.4,9.2,24.2,Ñ,15,20.5,Ñ,3.9,1.8,Ñ,Ñ
SCG,11.5,19.6,24,14.7,0.9,1.5,3.4,1.6,1.2,1.8,2.4,1.8,3.9,Ñ,15,9.1,6.8,3.5,1.8,4.1,0.9
SLB,Ñ,Ñ,24,53.7,2.4,2,3.4,2.8,3,1.9,2.4,2.8,16,18.5,15,13.2,3.1,1.9,1.8,2.3,2.4
SNI,18.6,71.7,24,16.1,4.2,1.9,3.4,5.3,3.2,1.8,2.4,3.6,10.7,1.8,15,10.4,1.4,1.1,1.8,1.2,4.2
STX,21.7,43.1,24,14.9,12.8,3.8,3.4,6,1.3,1.6,2.4,1.1,8,8.7,15,6.1,5.3,2.4,1.8,4.9,12.8
SEE,21.5,17.1,24,34.5,9.9,4.2,3.4,10.5,1.2,1,2.4,1.1,10.5,10.1,15,11.2,1.5,2.1,1.8,1.3,9.9
SRE,23.5,751.7,24,21.8,2,1.7,3.4,2.1,2.4,1.5,2.4,2.4,8,5.7,15,10.5,3.1,4.2,1.8,2.8,2
SHW,33.8,21.5,24,27.5,13.6,5.4,3.4,19.2,2.7,1.9,2.4,2.2,23.6,14.6,15,21.2,0.9,1.6,1.8,1,13.6
SIG,8,23.5,24,18.6,1.4,3.5,3.4,2.8,0.5,1.7,2.4,1.4,1.8,7.5,15,20.1,2.5,2.3,1.8,1,1.4
SPG,27.7,30.3,24,36.2,13.4,2.6,3.4,11.4,8.9,7,2.4,10.5,13.8,13,15,18.5,4.6,5,1.8,3.4,13.4
SWKS,23.3,30.2,24,21.4,4.8,4.3,3.4,4.1,5,4.5,2.4,4.6,14.3,1.6,15,15.6,1.2,2,1.8,Ñ,4.8
SLG,Ñ,39.4,24,258,1.3,1.9,3.4,1.5,6.3,7,2.4,6.5,17.8,18.1,15,20.8,3.4,3.4,1.8,2.3,1.3
SNA,16.3,20.3,24,18.5,3.1,3.8,3.4,3.4,2.6,2.1,2.4,2.5,16.3,18,15,18.7,1.9,1.5,1.8,1.4,3.1
SO,85.3,19.6,24,25.2,1.8,1.5,3.4,2.1,2,1.8,2.4,2.3,7.6,Ñ,15,7.9,5.2,3.5,1.8,4.6,1.8
LUV,9.6,13.6,24,19.1,3.1,3.1,3.4,3.1,1.6,1,2.4,1.3,8.5,3.4,15,8.7,0.8,0.8,1.8,0.7,3.1
SWK,19.5,20.3,24,21.5,3.3,3.8,3.4,2.5,1.9,2.1,2.4,1.5,17.9,18,15,14,1.6,1.5,1.8,2,3.3
SBUX,18,23.1,24,386.5,13.3,29.9,3.4,12.8,3.5,2.7,2.4,4,17.7,18.3,15,23,2,1.9,1.8,1.4,13.3
STT,17.3,19.9,24,15.5,1.9,1.7,3.4,1.5,3.5,3.6,2.4,3,20.5,27.1,15,14.6,1.6,2.7,1.8,1.7,1.9
SRCL,Ñ,39.2,24,34.4,2.1,3.4,3.4,4.5,1.7,2.1,2.4,3.7,11.5,11.4,15,19.9,Ñ,1.6,1.8,Ñ,2.1
SYK,56.4,43.7,24,34.7,5.7,3.8,3.4,4.1,4.6,4.4,2.4,3.8,36.9,25.8,15,33.6,1.2,1.1,1.8,1.4,5.7
STI,17.3,19,24,12.9,1.4,1.7,3.4,1,3.7,4.4,2.4,2.6,16.6,11.9,15,23.6,2,1.8,1.8,1.7,1.4
SYMC,17.3,115.5,24,18.1,3.2,6.9,3.4,3.3,3.6,5.9,2.4,3,16.5,17.8,15,14.9,1.2,0.4,1.8,2,3.2
SYF,13.3,25.3,24,Ñ,1.9,4.2,3.4,Ñ,2.3,4.2,2.4,Ñ,3.3,1.5,15,4.2,1.7,0.8,1.8,Ñ,1.9
SNPS,95.8,115.5,24,31.8,3.8,6.9,3.4,2.5,4.8,5.9,2.4,3.6,20.6,17.8,15,15.9,Ñ,0.4,1.8,Ñ,3.8
SYY,26.2,26.5,24,26.7,13.4,4.6,3.4,6.3,0.5,0.3,2.4,0.5,12.7,11.7,15,15.6,2.3,1.7,1.8,2.7,13.4
TROW,17,19.9,24,17.8,4.5,1.7,3.4,4.1,5.5,3.6,2.4,5.2,99.3,27.1,15,38.8,2.2,2.7,1.8,2.4,4.5
TPR,43.8,23.5,24,19.4,4.7,3.5,3.4,4.7,2.7,1.7,2.4,2.5,14.6,7.5,15,13.3,2.8,2.3,1.8,3.4,4.7
TGT,15.3,24.7,24,17.1,3.5,4.2,3.4,3,0.6,0.6,2.4,0.6,5.7,10.4,15,8.3,3.4,1.8,1.8,3,3.5
TEL,28.1,19.1,24,16.4,3.5,2.6,3.4,2.8,2.5,1.7,2.4,1.9,15.1,1.4,15,13.4,1.6,1.4,1.8,1.8,3.5
FTI,10.7,Ñ,24,Ñ,1,2,3.4,Ñ,0.3,1.9,2.4,Ñ,5.8,18.5,15,15.4,0.5,1.9,1.8,3,1
TXN,23.5,30.2,24,22.2,9,4.3,3.4,5.6,7,4.5,2.4,4.6,21.2,1.6,15,16,2.2,2,1.8,2.3,9
TXT,24.4,26.9,24,17.8,2.5,7.5,3.4,2.4,1.1,1.9,2.4,0.8,12.4,17.4,15,11.5,0.1,1.6,1.8,0.2,2.5
TMO,34,44.6,24,29.1,3.2,3.6,3.4,2.6,4,3.3,2.4,3.2,24.4,23.4,15,20.7,0.3,0.4,1.8,0.4,3.2
TIF,27.4,23.5,24,30,4,3.5,3.4,3.7,3.1,1.7,2.4,2.6,17.5,7.5,15,19.6,1.9,2.3,1.8,1.8,4
TWX,17.5,20.3,24,17.4,2.6,38.3,3.4,2.5,2.4,2.5,2.4,2.3,14.3,17.1,15,17.2,1.7,1.1,1.8,1.7,2.6
TJX,20.4,25.9,24,21.1,10.3,5.9,3.4,10.5,1.4,1.1,2.4,1.6,14.4,11.3,15,16,1.6,1.9,1.8,1.2,10.3
TMK,17.8,20.3,24,14.3,1.8,1.3,3.4,1.6,2.4,1,2.4,2,6.5,1,15,7.1,0.7,1.8,1.8,0.8,1.8
TSS,37,25.3,24,25.8,6.5,4.2,3.4,4.3,3.2,4.2,2.4,2.8,18.9,1.5,15,14.3,0.6,0.8,1.8,0.9,6.5
TSCO,19.7,64.1,24,27.3,6.1,11.1,3.4,7.6,1.2,2.9,2.4,1.7,12.4,8.4,15,22.4,1.6,0.1,1.8,1,6.1
TDG,22.4,26.9,24,46.2,Ñ,7.5,3.4,11.1,4.4,1.9,2.4,4.6,18.3,17.4,15,22.4,Ñ,1.6,1.8,Ñ,Ñ
TRV,15.9,22.4,24,11,1.6,1.4,3.4,1.3,1.3,1.3,2.4,1.3,8.8,10.2,15,9.4,2.1,1.7,1.8,2.1,1.6
TRIP,81.5,26.9,24,55,3.8,3.1,3.4,9,3.5,2.9,2.4,8.6,20.7,13.2,15,24.1,Ñ,1.3,1.8,Ñ,3.8
FOX,16.4,20.3,24,15.6,3.5,38.3,3.4,3.6,2.2,2.5,2.4,2.2,21.3,17.1,15,17.1,1,1.1,1.8,0.9,3.5
FOXA,16.7,20.3,24,15.7,3.6,38.3,3.4,3.7,2.3,2.5,2.4,2.2,21.7,17.1,15,17.3,1,1.1,1.8,0.9,3.6
JCI,22.5,34.3,24,30.8,1.6,1.9,3.4,2.5,1.1,0.6,2.4,0.7,19.3,14.5,15,515,2.8,1.4,1.8,2.3,1.6
TSN,9.9,14.5,24,15.7,2.3,1.8,3.4,2,0.7,0.4,2.4,0.5,10.7,3.3,15,9.5,1.2,2,1.8,0.9,2.3
USB,16,19,24,14,2.1,1.7,3.4,1.9,4.2,4.4,2.4,3.8,10.4,11.9,15,12.7,2.2,1.8,1.8,2.2,2.1
UDR,30.8,23.7,24,75.9,3.2,1.9,3.4,2.9,9.2,7.2,2.4,9.6,16.7,15.4,15,20.4,3.7,4.4,1.8,3.3,3.2
ULTA,27.9,64.1,24,37,8.2,11.1,3.4,8.5,2.5,2.9,2.4,3,21.2,8.4,15,28.2,Ñ,0.1,1.8,Ñ,8.2
UAA,43,36,24,69.7,2.9,3.7,3.4,8.9,1.3,1.7,2.4,4,19.8,14.4,15,79.9,Ñ,1.3,1.8,Ñ,2.9
UA,38.9,36,24,Ñ,2.6,3.7,3.4,Ñ,1.1,1.7,2.4,Ñ,17.9,14.4,15,Ñ,Ñ,1.3,1.8,Ñ,2.6
UNP,22.5,13,24,18.5,5.2,3.6,3.4,4,4.9,3.9,2.4,3.9,13.8,10.9,15,11.5,2,1.7,1.8,2,5.2
UAL,10,13.6,24,13,2.1,3.1,3.4,11.3,0.5,1,2.4,0.5,5.8,3.4,15,5.1,Ñ,0.8,1.8,Ñ,2.1
URI,10.4,20.5,24,23.4,4.5,2.2,3.4,4.7,2.1,1.1,2.4,1.6,6.3,3.8,15,4.4,Ñ,1.2,1.8,Ñ,4.5
UTX,19.3,26.9,24,18.5,3.3,7.5,3.4,3.2,1.7,1.9,2.4,1.6,20.4,17.4,15,18,2.2,1.6,1.8,2.2,3.3
UNH,25.1,20.5,24,18.4,4.7,3.3,3.4,3.2,1.1,0.7,2.4,0.8,14.7,10.8,15,13.3,1.3,1.2,1.8,1.4,4.7
UHS,15.8,27.3,24,17.5,2.2,3.8,3.4,2.7,1.1,0.8,2.4,1.2,10.9,8.2,15,10.5,0.4,0.4,1.8,0.3,2.2
UNM,11.6,20.3,24,12.5,1.2,1.3,3.4,1,1,1,2.4,0.9,9.2,1,15,8,1.8,1.8,1.8,1.8,1.2
UPS,26.1,25.4,24,39.4,60.8,7,3.4,48.4,1.5,1.2,2.4,1.6,16.9,16.9,15,15.5,3.1,1.9,1.8,2.7,60.8
VLO,19.1,23.6,24,10.1,1.9,2.1,3.4,1.4,0.4,0.4,2.4,0.3,8.2,6.9,15,6.1,3.2,3.3,1.8,2.6,1.9
VAR,79,43.7,24,22.1,7.5,3.8,3.4,5.2,3.9,4.4,2.4,2.9,21.4,25.8,15,21.3,Ñ,1.1,1.8,Ñ,7.5
VTR,26.2,26,24,42.9,1.7,1.6,3.4,2.2,5.2,5.2,2.4,6.7,12.8,13.5,15,15.8,6,6.6,1.8,4.8,1.7
VRSN,29.6,47.1,24,24.1,Ñ,5.9,3.4,Ñ,11.7,6.1,2.4,9.4,19.9,12.3,15,16.7,Ñ,Ñ,1.8,Ñ,Ñ
VRSK,34.3,38,24,29.9,9.1,5.2,3.4,18.4,7.6,2.3,2.4,6.6,24,15.8,15,22.9,Ñ,1.1,1.8,Ñ,9.1
VZ,12.8,17.3,24,35.8,7.6,1.9,3.4,10.4,1.6,1.4,2.4,1.4,9.2,Ñ,15,7.1,4.7,3.9,1.8,4.4,7.6
VRTX,198.6,75.9,24,171.8,21.6,7.1,3.4,21.6,16.7,6.6,2.4,22.3,50.2,13,15,93.6,Ñ,0.8,1.8,Ñ,21.6
VFC,31.6,36,24,22.9,8,3.7,3.4,5,2.7,1.7,2.4,2.2,22.5,14.4,15,20.6,2.2,1.3,1.8,2.1,8
VIAB,6.6,20.3,24,12.5,2,38.3,3.4,5.6,1,2.5,2.4,1.9,8.7,17.1,15,9.3,2.4,1.1,1.8,2.6,2
V,38.6,25.3,24,32.8,9.4,4.2,3.4,6.2,14.7,4.2,2.4,12.5,29.2,1.5,15,30.5,0.6,0.8,1.8,0.7,9.4
VNO,18.5,24.1,24,245.5,3.6,2,3.4,3.3,5,5.7,2.4,7.7,11.9,8.7,15,20.5,3.8,5.3,1.8,2.8,3.6
VMC,45.1,27.3,24,111.2,3.5,3,3.4,2.7,4.5,1.5,2.4,3.7,26.4,15.4,15,32.1,0.8,0.9,1.8,0.4,3.5
GWW,31.7,23,24,21.5,8.5,4.5,3.4,5.6,1.5,1,2.4,1.6,15.1,18.4,15,14.3,1.9,1.5,1.8,1.9,8.5
WMT,26.4,24.7,24,15.8,3.9,4.2,3.4,3.1,0.6,0.6,2.4,0.5,10.5,10.4,15,8.1,2.1,1.8,1.8,2.6,3.9
WBA,18.9,19.5,24,23.8,2.6,2.5,3.4,2.9,0.6,0.5,2.4,0.8,9.4,8.5,15,13.8,2.3,2.2,1.8,1.9,2.6
WM,25.7,39.2,24,55.7,6.6,3.4,3.4,4.4,2.5,2.1,2.4,1.8,11.5,11.4,15,10.7,2.1,1.6,1.8,2.7,6.6
WAT,28.6,62,24,22.8,5.9,4.5,3.4,5.4,6.9,4.5,2.4,5.3,23.5,26.5,15,20.5,Ñ,0.6,1.8,Ñ,5.9
WEC,20.1,19.6,24,19.9,2.1,1.5,3.4,2.3,2.6,1.8,2.4,2.4,9.1,Ñ,15,10,3.4,3.5,1.8,3.2,2.1
ANTM,20.9,20.5,24,14.1,2.3,3.3,3.4,1.4,0.7,0.7,2.4,0.5,10.9,10.8,15,11.1,1.2,1.2,1.8,1.6,2.3
WFC,14.5,16.9,24,12.6,1.5,1.2,3.4,1.5,3.2,3,2.4,3.1,12.6,7,15,129.1,2.8,2.9,1.8,2.6,1.5
HCN,22.4,26,24,112.4,1.5,1.6,3.4,1.8,4.7,5.2,2.4,6.4,13.5,13.5,15,17.2,6.3,6.6,1.8,5.1,1.5
WDC,61.1,43.1,24,18.2,2.1,3.8,3.4,2,1.2,1.6,2.4,1.2,5.7,8.7,15,7.6,2.5,2.4,1.8,2.3,2.1
WU,41.2,25.3,24,16.8,12.5,4.2,3.4,8.8,1.7,4.2,2.4,1.8,14.4,1.5,15,10.5,3.6,0.8,1.8,3.2,12.5
WRK,9.1,17.1,24,32.4,1.4,4.2,3.4,1.7,1,1,2.4,0.8,9.2,10.1,15,7.4,2.6,2.1,1.8,2.1,1.4
WY,69,23.6,24,36.4,2.8,2.8,3.4,3,3.7,2,2.4,2.5,36.7,19.7,15,21.4,3.7,3.3,1.8,3.4,2.8
WHR,15.8,19.3,24,17.6,2.5,3.3,3.4,2.5,0.6,1.1,2.4,0.6,9.4,11.2,15,10.8,2.6,1.1,1.8,2,2.5
WMB,50.2,32.1,24,44.8,2.9,2.2,3.4,4.4,2.9,1.8,2.4,3.6,6.8,8.9,15,9.2,4.2,6.1,1.8,5.4,2.9
WLTW,44.7,24,24,32,2,4.1,3.4,3.2,2.6,2.8,2.4,2.2,25.5,21.6,15,23.2,1.4,1.6,1.8,2.1,2
WYN,20.6,43.9,24,18.5,18.6,8.8,3.4,8.8,2.1,2.5,2.4,1.8,14.2,14.6,15,10.3,2,1.1,1.8,2,18.6
WYNN,46,73.7,24,32.3,51.9,8.8,3.4,2823,2.9,2.6,2.4,2.6,10.9,12.5,15,12,1.2,2.1,1.8,2.7,51.9
XEL,18.6,19.6,24,18,1.9,1.5,3.4,1.8,1.9,1.8,2.4,1.7,7.4,Ñ,15,7,3.3,3.5,1.8,3.4,1.9
XRX,13.8,20.6,24,15,1.4,5.5,3.4,1.2,0.7,1.8,2.4,0.6,12.1,3.2,15,7.1,2.7,2,1.8,2.5,1.4
XLNX,34.1,30.2,24,22.9,7,4.3,3.4,4.8,6.9,4.5,2.4,5.8,19.3,1.6,15,17.6,2.1,2,1.8,2.3,7
XL,Ñ,22.4,24,18.2,1.1,1.4,3.4,0.9,1,1.3,2.4,1.2,26.5,10.2,15,15.6,2.1,1.7,1.8,2,1.1
XYL,41.2,24.1,24,25.6,5.2,3.8,3.4,3.4,2.8,2,2.4,1.9,21.3,19.7,15,17.5,1,2.4,1.8,1.3,5.2
